video,date,batch,experiment_type,left_shelter_odor,right_shelter_odor,animal_id,tracking_efficiency,avg_likelihood,valid_frames,total_frames,percent_frames_analyzed,avg_segment_length,max_segment_length,min_segment_length,num_segments,tracking_quality,mean_speed_cm_s,max_speed_cm_s,min_speed_cm_s,median_speed_cm_s,std_speed_cm_s,total_distance_cm,net_displacement_cm,straightness_index,mean_step_length_cm,mean_velocity_x,mean_velocity_y,std_velocity_x,std_velocity_y,stationary_frames,slow_frames,medium_frames,fast_frames,total_movement_frames,percent_stationary,percent_slow,percent_medium,percent_fast,activity_ratio,error
Basler_G09_acA2040-90um (24827095)_20250830_144838281DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-30,9,Feces/Nothing,Nothing,Feces,individual_c03,22.22222222222222,0.9561427984022557,266,1197,22.22222222222222,5.018867924528302,21,1,53,Poor,11.887259347054226,115.78185747042804,0.0017186287539044613,3.1546221005530164,22.711509916752206,1575.0618634846849,50.87410913913897,0.03229975299292976,5.943629673527113,0.3695334216012465,-0.10424446044263805,21.376472400181793,14.142794043254485,42,42,46,135,265,15.849056603773585,15.849056603773585,17.358490566037734,50.943396226415096,0.8415094339622642,
Basler_G10_acA2040-90um (24827095)_20250831_150526766DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-31,10,Feces/Nothing,Feces,Nothing,individual_c01,41.04912572855953,0.9632224185471603,493,1201,41.04912572855953,7.825396825396825,37,1,63,Poor,11.005090564498381,121.91293540449415,0.009935459251554745,4.5244640164365215,20.201042504837414,2707.252278866603,7.105419770536798,0.0026245872340761303,5.502545282249193,0.01009494723897078,-0.0270622820527433,16.11543049369431,16.41603491537762,25,50,85,332,492,5.08130081300813,10.16260162601626,17.276422764227643,67.47967479674797,0.9491869918699187,
Basler_G10_acA2040-90um (24827095)_20250831_150526766DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-31,10,Feces/Nothing,Feces,Nothing,individual_c02,62.031640299750215,0.957575896602349,745,1201,62.031640299750215,7.45,29,1,100,Low,12.907476909441513,123.24815942173917,0.001013617215249066,3.7302932175015844,24.913298083462788,4801.581410312242,59.58396348903905,0.0124092373735603,6.453738454720756,-0.14973569319178606,-0.05687067878594237,22.52239785722802,16.73294120207341,93,133,114,404,744,12.5,17.876344086021508,15.32258064516129,54.3010752688172,0.875,
Basler_G10_acA2040-90um (24827095)_20250831_150526766DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-31,10,Feces/Nothing,Feces,Nothing,individual_c00,62.614487926727726,0.9668663511884973,752,1201,62.614487926727726,8.173913043478262,35,1,92,Low,14.127481108074528,123.5948820161365,0.0027741140026779167,4.371068067333108,25.812036258833835,5304.869156081986,41.324277038532855,0.007789876775971926,7.063740554037265,-0.10932080619163323,-0.012659309072278723,22.536858046239235,18.918902092702016,32,60,131,528,751,4.26098535286285,7.989347536617843,17.44340878828229,70.30625832223701,0.9573901464713716,
Basler_G10_acA2040-90um (24827095)_20250831_150526766DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-31,10,Feces/Nothing,Feces,Nothing,individual_c04,54.70441298917569,0.9628304259417808,657,1201,54.70441298917569,8.532467532467532,85,1,77,Low,10.908774656940317,124.67861617683657,0.0011141624473302132,3.7961910429937085,22.64565216729195,3578.078087476424,15.282241410481857,0.004271075431240865,5.454387328470159,-0.013426391920561503,-0.04461574886734067,18.13314321612033,17.40729366870394,59,92,119,386,656,8.99390243902439,14.02439024390244,18.140243902439025,58.84146341463414,0.9100609756097561,
Basler_G10_acA2040-90um (24827095)_20250831_150526766DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-31,10,Feces/Nothing,Feces,Nothing,individual_c03,47.460449625312236,0.9498817845394737,570,1201,47.460449625312236,5.480769230769231,45,1,104,Poor,13.593123571181396,123.56066137727349,0.005909069270113893,4.463376382350564,24.864514876351798,3867.243656001107,58.825465784682045,0.015211212692377924,6.796561785590697,-0.19441023933627116,-0.07041037384960305,20.228914582302814,19.84352212480736,46,74,99,350,569,8.084358523725834,13.005272407732866,17.398945518453427,61.511423550087876,0.9191564147627417,
Basler_G01_acA2040-90um (24827095)_20250821_162405597DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-21,1,Iso/Nothing,Iso,Nothing,individual_c01,76.26977518734388,0.9794506089656113,916,1201,76.26977518734388,8.893203883495145,71,1,103,Medium,9.568905126014702,125.9026862947771,0.0030548204896490593,2.4054371786767277,21.61028706931586,4377.774095151727,54.57463211347924,0.012466297010144779,4.784452563007351,-0.1185850943000311,-0.012938176199014462,16.047369750403085,17.35039327513256,198,172,114,431,915,21.639344262295083,18.797814207650273,12.459016393442624,47.10382513661202,0.7836065573770492,
Basler_G01_acA2040-90um (24827095)_20250821_162405597DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-21,1,Iso/Nothing,Iso,Nothing,individual_c02,70.52456286427977,0.9759508513503542,847,1201,70.52456286427977,7.63063063063063,44,1,111,Medium,10.979565093937914,119.70976045080513,0.003432230209848315,3.968981999387089,22.350262944636984,4644.356034735739,6.452950679405577,0.001389417742985922,5.489782546968958,-0.007743075344056014,0.013144047668518939,18.567424283010922,16.59324037431762,147,132,94,473,846,17.375886524822697,15.602836879432624,11.11111111111111,55.910165484633566,0.8262411347517731,
Basler_G01_acA2040-90um (24827095)_20250821_162405597DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-21,1,Iso/Nothing,Iso,Nothing,individual_c00,58.61781848459617,0.9709833318536932,704,1201,58.61781848459617,3.171171171171171,21,1,222,Low,23.07118807839117,125.9026862947771,0.0032372243884594212,8.994809203511446,31.943282809424243,8109.522609554495,58.483307041021725,0.007211683086266722,11.535594039195583,0.14221693262581986,-0.08635592756172548,26.3996436964266,29.25207968146761,52,64,52,535,703,7.396870554765292,9.103840682788052,7.396870554765292,76.10241820768137,0.9260312944523471,
Basler_G01_acA2040-90um (24827095)_20250821_162405597DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-21,1,Iso/Nothing,Iso,Nothing,individual_c04,63.94671107410491,0.9797350565592448,768,1201,63.94671107410491,13.963636363636363,124,1,55,Low,4.593908136058067,121.16547011987033,0.001263607944625369,0.16183540440400293,12.559367241466777,1761.7637701782685,45.13584517251373,0.025619692002149953,2.2969540680290335,0.10616716003702174,0.05079893871356397,9.289326495113988,9.619576848162184,336,138,51,242,767,43.807040417209905,17.992177314211215,6.6492829204693615,31.55149934810952,0.5619295958279009,
Basler_G01_acA2040-90um (24827095)_20250821_162405597DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-21,1,Iso/Nothing,Iso,Nothing,individual_c03,58.5345545378851,0.9783767114153628,703,1201,58.5345545378851,10.18840579710145,65,1,69,Low,6.582833246573887,122.74297982284531,0.0005257858423330647,1.0234854796707085,15.926864632560465,2310.574469547434,58.604058349661614,0.025363414649492006,3.2914166232869433,0.09426546698427789,-0.1378067786682899,12.482605573416656,11.88088346833259,191,158,93,260,702,27.20797720797721,22.507122507122507,13.247863247863249,37.03703703703704,0.7279202279202279,
Basler_G08_acA2040-90um (24827095)_20250829_132827504DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-29,8,Iso/Nothing,Iso,Nothing,individual_c01,45.87843463780183,0.9516796520530852,551,1201,45.87843463780183,6.333333333333333,42,1,87,Poor,7.058042763672531,125.5702340057214,0.0028294120988399747,1.0129146288406856,17.101075835135806,1940.9617600099457,58.02186441312779,0.029893357823201256,3.529021381836265,0.1777566151804737,0.11366078562550733,14.762526165933906,11.148366130719927,158,117,60,215,550,28.72727272727273,21.272727272727273,10.909090909090908,39.09090909090909,0.7127272727272728,
Basler_G08_acA2040-90um (24827095)_20250829_132827504DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-29,8,Iso/Nothing,Iso,Nothing,individual_c02,66.44462947543714,0.9507307086074561,798,1201,66.44462947543714,9.614457831325302,85,1,83,Low,8.816238407603434,123.75246739156569,0.0008310402861325475,0.09640507437107047,22.328875496650056,3513.2710054299687,22.305739326787624,0.006348994794968216,4.408119203801717,0.004815648118747411,0.05576671402735144,18.46625014985404,15.33946586067314,403,92,52,250,797,50.56461731493099,11.543287327478042,6.524466750313676,31.367628607277293,0.49435382685069007,
Basler_G08_acA2040-90um (24827095)_20250829_132827504DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-29,8,Iso/Nothing,Iso,Nothing,individual_c00,57.20233139050791,0.9511448667212519,687,1201,57.20233139050791,7.806818181818182,56,1,88,Low,7.613371180137117,126.53562526975655,0.0025869909227427025,0.1511506067441876,19.415157138090585,2611.386314787031,14.57841763127222,0.005582635379806357,3.806685590068558,0.0017487503299610943,0.0424666843628793,16.10364061369125,13.250762239620688,308,112,42,224,686,44.89795918367347,16.3265306122449,6.122448979591836,32.6530612244898,0.5510204081632653,
Basler_G08_acA2040-90um (24827095)_20250829_132827504DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-29,8,Iso/Nothing,Iso,Nothing,individual_c04,42.298084929225645,0.9437717227485236,508,1201,42.298084929225645,4.703703703703703,55,1,108,Poor,16.208315084880926,126.94775987698907,0.00468764994180348,5.152264131126043,26.86466950894443,4108.807874017315,51.134315327215454,0.012445049000847969,8.104157542440463,-0.10335460801499434,0.17322260388255842,21.20201485233021,23.126906919682593,116,51,32,308,507,22.879684418145956,10.059171597633137,6.31163708086785,60.74950690335306,0.7712031558185405,
Basler_G08_acA2040-90um (24827095)_20250829_132827504DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-29,8,Iso/Nothing,Iso,Nothing,individual_c03,61.94837635303914,0.9447087113575269,744,1201,61.94837635303914,6.2,49,1,120,Low,13.180429700578069,123.20217925836023,0.0015608535577886448,3.749671137930775,25.727145484375598,4896.529633764751,60.542277128711476,0.012364323644900086,6.5902148502890325,0.14112997614312833,0.08148990771193336,20.949268480108113,19.917613655737778,189,99,61,394,743,25.437415881561236,13.324360699865412,8.209959623149395,53.02826379542396,0.7456258411843876,
Basler_G07_acA2040-90um (24827095)_20250828_130547622DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-28,7,Iso/Nothing,Iso,Nothing,individual_c01,62.031640299750215,0.9635565226510067,745,1201,62.031640299750215,6.313559322033898,33,1,118,Low,10.182874205570357,118.68888751191032,0.011370860273656722,2.744971855250405,20.544010672784438,3788.0292044721728,34.88468790616519,0.009209191910395013,5.091437102785179,-0.05348511445357485,0.07702784384450607,16.144939292031168,16.2812604831562,71,175,138,360,744,9.543010752688172,23.521505376344088,18.548387096774192,48.38709677419355,0.9045698924731183,
Basler_G07_acA2040-90um (24827095)_20250828_130547622DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-28,7,Iso/Nothing,Iso,Nothing,individual_c02,67.8601165695254,0.9671485573236196,815,1201,67.8601165695254,11.013513513513514,63,1,74,Low,5.5852746081446885,99.86211318853115,0.0023020459411996165,1.1443295108222442,13.031353622737003,2273.2067655148885,41.069584761794154,0.018066805617874257,2.7926373040723442,0.09112355482289555,0.04334670093947442,10.591587504574242,9.424413052462597,112,273,157,272,814,13.75921375921376,33.53808353808354,19.28746928746929,33.415233415233416,0.8624078624078624,
Basler_G07_acA2040-90um (24827095)_20250828_130547622DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-28,7,Iso/Nothing,Iso,Nothing,individual_c00,69.35886761032472,0.952311393307323,833,1201,69.35886761032472,7.712962962962963,41,1,108,Low,9.308327339670079,120.12343895381336,0.0010899483811384106,0.5729678288447868,21.593384932857166,3872.2641733027535,20.918601813785113,0.005402162889094186,4.654163669835041,0.037787175440526205,0.033177111175034094,18.22741694072091,14.855233885697627,256,208,94,274,832,30.76923076923077,25.0,11.298076923076923,32.93269230769231,0.6923076923076923,
Basler_G07_acA2040-90um (24827095)_20250828_130547622DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-28,7,Iso/Nothing,Iso,Nothing,individual_c04,50.62447960033306,0.9580487703022204,608,1201,50.62447960033306,7.152941176470589,56,1,85,Low,7.798010295222328,120.33042045618792,0.0018193947382441809,1.2544613573258823,17.81775350140238,2366.6961245999764,2.8435630888549768,0.0012014905755319987,3.8990051476111636,-0.0035156479833489715,0.008684630112301278,14.460736279717517,13.006472345221463,118,165,101,223,607,19.43986820428336,27.182866556836906,16.639209225700164,36.73805601317957,0.8056013179571664,
Basler_G07_acA2040-90um (24827095)_20250828_130547622DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-28,7,Iso/Nothing,Iso,Nothing,individual_c03,54.70441298917569,0.9574058219178082,657,1201,54.70441298917569,7.6395348837209305,63,1,86,Low,5.938656389976215,118.52268035580484,0.0017667912251179295,0.8506163161623285,13.332322434302457,1947.8792959121986,26.914937313550524,0.01381755911161126,2.969328194988108,0.01951872928632678,0.07970251688143104,10.192988144419283,10.445799176039507,126,224,99,207,656,19.20731707317073,34.146341463414636,15.091463414634147,31.554878048780488,0.8079268292682927,
Basler_G04_acA2040-90um (24827095)_20250822_173238702DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-22,4,Feces/Nothing,Feces,Nothing,individual_c01,55.87010824313072,0.9698793777943369,671,1201,55.87010824313072,9.450704225352112,99,1,71,Low,11.251179663526031,122.13190110712044,0.00038374862382577755,1.340350953327765,24.23662466782549,3769.1451872812204,48.01534376149175,0.012739053916924445,5.6255898317630155,-0.13148805663021387,-0.05704562547110298,20.471614947845566,17.172520409791716,235,82,65,288,670,35.07462686567165,12.238805970149254,9.701492537313433,42.98507462686567,0.6492537313432836,
Basler_G04_acA2040-90um (24827095)_20250822_173238702DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-22,4,Feces/Nothing,Feces,Nothing,individual_c02,37.80183180682764,0.9666968526294053,454,1201,37.80183180682764,5.536585365853658,26,1,82,Poor,13.354837932620827,119.21021117614569,0.003705582817020555,5.717099891708771,24.29409209637302,3024.8707917386178,16.01013741099043,0.00529283348390171,6.677418966310414,0.019763952548178303,-0.06786564658846793,19.762326701664712,19.44222348319463,87,49,35,282,453,19.205298013245034,10.816777041942604,7.72626931567329,62.251655629139066,0.8079470198675497,
Basler_G04_acA2040-90um (24827095)_20250822_173238702DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-22,4,Feces/Nothing,Feces,Nothing,individual_c00,50.041631973355535,0.965525393874792,601,1201,50.041631973355535,6.13265306122449,30,1,98,Low,16.864228710320226,120.90031704497326,0.0033433543992945625,5.889069067314091,28.432970592256005,5059.268613096069,23.931768777402056,0.004730282301171744,8.432114355160115,-0.06699560256231386,-0.043304168156215045,26.27675171699403,20.058962641068778,108,72,55,365,600,18.0,12.0,9.166666666666666,60.83333333333333,0.82,
Basler_G04_acA2040-90um (24827095)_20250822_173238702DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-22,4,Feces/Nothing,Feces,Nothing,individual_c04,42.464612822647794,0.9625268075980392,510,1201,42.464612822647794,4.857142857142857,28,1,105,Poor,19.848760243741182,121.55412541335123,0.0020193603163973376,7.278743442831661,31.644914190073575,5051.509482032131,12.835205683912196,0.0025408654046015617,9.92438012187059,0.044694076653715095,-0.023365141734493677,26.86399825863165,25.955672431677435,99,62,29,319,509,19.44990176817289,12.180746561886052,5.697445972495088,62.67190569744597,0.8055009823182712,
Basler_G04_acA2040-90um (24827095)_20250822_173238702DLC_Resnet50_Group_AnalysisSep5shuffle1_snapshot_best-180_el.csv,2025-08-22,4,Feces/Nothing,Feces,Nothing,individual_c03,32.97252289758534,0.9624109749842171,396,1201,32.97252289758534,8.081632653061224,54,1,49,Poor,5.936338474087955,111.22453280638278,0.003913660707641998,1.2195043051177201,14.022548150396318,1172.4268486323708,51.63443565770632,0.04404064587734202,2.968169237043977,-0.057579203324550736,0.2550207900311158,11.01037870556209,10.515473403571587,103,87,55,150,395,26.075949367088608,22.025316455696203,13.924050632911392,37.9746835443038,0.739240506329114,
